name,stance,height_in,weight_lb,reach_in,date_of_birth,record,source_url
Joe Son,Orthodox,,,,,,
Emmanuel Yarborough,Open Stance,,,,,,
Mitch Raposo,Switch,,,64.0,,,
Steve Hadsel,Orthodox,,,,,,
Taylor Roberts,Orthodox,,,,,,
Marcin Held,Orthodox,,,71.0,,,
Theo Haig,Orthodox,,,77.0,,,
Cezary Oleksiejczuk,Southpaw,,,75.0,,,
Yazan Hajeh,Orthodox,,,,,,
Matt Sayles,Orthodox,,,68.0,,,
Stoney Hale,Orthodox,,,,,,
Gerric Hayes,Orthodox,,,,,,
Felix Lee Mitchell,Orthodox,,,,,,
Koji Kitao,Southpaw,,,,,,
Paul Varelans,Orthodox,,,,,,
Harold Howard,Orthodox,,,,,,
Ron Stallings,Southpaw,,,75.0,,,
Danielle Taylor,Orthodox,,,60.0,,,
Frank Hamaker,Orthodox,,,,,,
Thaddeus Luster,Orthodox,,,,,,
Roger Hollett,Orthodox,,,,,,
Reese Andy,Orthodox,,,,,,
Rex Holman,Southpaw,,,,,,
Ruan Potts,Orthodox,,,75.0,,,
CJ Hamilton,Switch,,,68.0,,,
Michael Kuiper,Orthodox,,,73.0,,,
Jason Ireland,Southpaw,,,,,,
Landon Quinones,Southpaw,,,70.0,,,
Shin Haraguchi,Switch,,,68.0,,,
Zhu Kangjie,Orthodox,,,70.0,,,
JunYoung Hong,Orthodox,,,69.0,,,
Windri Patilima,Southpaw,,,71.0,,,
Mike Wessel,Orthodox,,,,,,
Colin Robinson,Orthodox,,,,,,
Sherman Pendergarst,Orthodox,,,,,,
George Hardwick,Orthodox,,,72.0,,,
Abdul-Kareem Al-Selwady,Orthodox,,,69.0,,,
Brogan Walker,Switch,,,67.0,,,
Juliana Miller,Orthodox,,,66.0,,,
Bea Malecki,Orthodox,,,74.0,,,
Ben Sosoli,Southpaw,,,72.0,,,
Baru Harn,Orthodox,,,,,,
Gerry Harris,Orthodox,,,,,,
Mario Miranda,Orthodox,,,74.0,,,
John Salter,Southpaw,,,74.0,,,
Shavkat Rakhmonov,Orthodox,,,77.0,,,
Kayla Harrison,Southpaw,,,66.0,,,
Luke Hartwig,Orthodox,,,,,,
Eric Magana,Orthodox,,,,,,
Hidehiko Hasegawa,Orthodox,,,,,,
Chris Haseman,Orthodox,,,,,,
Takayo Hashi,Orthodox,,,,,,
Tomohiko Hashimoto,Orthodox,,,,,,
Justin Haskins,Orthodox,,,,,,
Hayder Hassan,Orthodox,,,,,,
Ryan Keenan,Orthodox,,,,,,
Ahmad Hassanzada,Orthodox,,,75.0,,,
Dylan Mantello,Orthodox,,,73.0,,,
Daiki Hata,Orthodox,,,,,,
Pascal Krauss,Orthodox,,,,,,
Kris McCray,Orthodox,,,76.0,,,
Ikram Aliskerov,Southpaw,,,76.0,,,
Justin Hawes,Orthodox,,,,,,
Justin Levens,Orthodox,,,,,,
Chris Hawk,Orthodox,,,,,,
Del Hawkins,Orthodox,,,,,,
Mike Hayes,Orthodox,,,,,,
Matt Kovacs,Orthodox,,,,,,
Rory Singer,Orthodox,,,77.0,,,
Stevie Lynch,Orthodox,,,,,,
Papy Abedi,Southpaw,,,,,,
Eric Wisely,Southpaw,,,,,,
Bryan Travers,Orthodox,,,,,,
Anthony Torres,Orthodox,,,,,,
Ryan Healy,Orthodox,,,,,,
Spencer Hearns,Orthodox,,,,,,
Chad Sutton,Orthodox,,,,,,
Renato Sobral,Orthodox,,,75.0,,,
Victor Valimaki,Orthodox,,,,,,
Cory Walmsley,Orthodox,,,,,,
Chris Heatherly,Orthodox,,,,,,
Augusto Montano,Orthodox,,,73.0,,,
Yusuke Kasuya,Southpaw,,,,,,
Justin Sumter,Southpaw,,,80.0,,,
Delson Heleno,Orthodox,,,,,,
Eric Smith,Southpaw,,,,,,
Alex Serdyukov,Orthodox,,,74.0,,,
Cory Hendricks,Switch,,,,,,
Jose Henrique,Orthodox,,,79.0,,,
Paulo Henrique,Orthodox,,,69.0,,,
Rashid Vagabov,Orthodox,,,63.0,,,
Clifford Starks,Orthodox,,,78.0,,,
David Loiseau,Orthodox,,,76.0,,,
Noe Hernandez,Orthodox,,,,,,
Ramiro Hernandez,Orthodox,,,,,,
Nohelin Hernandez,Orthodox,,,71.0,,,
HyunSung Park,Orthodox,,,66.0,,,
Leslie Hernandez,Orthodox,,,64.0,,,
Julieta Martinez,Orthodox,,,62.0,,,
Alvaro Herrera Mendoza,Orthodox,,,74.0,,,
Devin Powell,Orthodox,,,73.0,,,
Vernon Ramos Ho,Orthodox,,,,,,
Brock Lesnar,Orthodox,,,81.0,,,
Hirotaka Yokoi,Orthodox,,,,,,
Iouri Kotchkine,Orthodox,,,,,,
Denis Sobolev,Orthodox,,,,,,
Willie Peeters,Orthodox,,,,,,
Jon Hess,Orthodox,,,,,,
Andy Anderson,Orthodox,,,,,,
Dylan Andrews,Switch,,,74.0,,,
Bristol Marunde,Orthodox,,,75.0,,,
Magno Almeida,Orthodox,,,,,,
Scott McAfee,Orthodox,,,,,,
Adam Lynn,Orthodox,,,,,,
Ricky Turcios,Orthodox,,,71.0,,,
Anthony Lapsley,Southpaw,,,,,,
Yuya Shirai,Orthodox,,,,,,
Richie Hightower,Orthodox,,,,,,
Troy Mandaloniz,Orthodox,,,,,,
Joe Veres,Orthodox,,,,,,
Alexander Trevino,Orthodox,,,,,,
Iasmin Lucindo,Orthodox,,,66.0,,,
Ketlen Souza,Orthodox,,,63.0,,,
Jiri Prochazka,Orthodox,,,80.0,,,
Alexander Poppeck,Orthodox,,,,,,
Kailan Hill,Southpaw,,,77.0,,,
Won Sik Park,Orthodox,,,,,,
Motoki Miyazawa,Southpaw,,,,,,
Matt Hobar,Southpaw,,,70.0,,,
Mark Robinson,Orthodox,,,,,,
Chris Hofmann,Orthodox,,,72.0,,,
Jeff Newton,Sideways,,,,,,
Guilherme Uriel,Orthodox,,,74.0,,,
Will Santiago,Orthodox,,,,,,
Pat Schilling,Orthodox,,,,,,
Alen Amedovski,Orthodox,,,74.0,,,
Brandon Holmes,Orthodox,,,74.0,,,
Paddy Holohan,Orthodox,,,69.0,,,
Darrell Horcher,Southpaw,,,70.0,,,
Michael McBride,Orthodox,,,,,,
Sabah Homasi,Orthodox,,,72.0,,,
John Kelly,Orthodox,,,,,,
Trenell Young,Orthodox,,,,,,
Barb Honchak,Orthodox,,,65.0,,,
Koyomi Matsushima,Orthodox,,,66.0,,,
SeongChan Hong,Orthodox,,,69.0,,,
Yuma Horiuchi,Switch,,,67.0,,,
Top Noi Kiwram,Southpaw,,,67.0,,,
Eugene Jackson,Orthodox,,,,,,
Matt Horning,Orthodox,,,,,,
Saeed Hosseini,Orthodox,,,,,,
Jeff Hougland,Orthodox,,,68.0,,,
Donny Walker,Orthodox,,,,,,
Roland Payne,Orthodox,,,,,,
Brady Huang,Orthodox,,,69.0,,,
Max Rohskopf,Orthodox,,,71.0,,,
Casey Huffman,Orthodox,,,,,,
Renato Verissimo,Orthodox,,,,,,
Marcelo Aguiar,Orthodox,,,,,,
Valeri Ignatov,Orthodox,,,,,,
Mark Hughes,Southpaw,,,,,,
Stephanie Luciano,Orthodox,,,65.0,,,
Eduardo Torres Caut,Orthodox,,,70.0,,,
David Hulett,Orthodox,,,,,,
Bryan Humes,Orthodox,,,,,,
Harry Hunsucker,Orthodox,,,75.0,,,
Sean McCorkle,Orthodox,,,81.0,,,
Harry Moskowitz,Orthodox,,,,,,
In Su Hwang,Orthodox,,,74.0,,,
Paddy McCorry,Switch,,,73.0,,,
Danilo Marques,Orthodox,,,77.0,,,
Phil Johns,Southpaw,,,,,,
Marius Zaromskis,Orthodox,,,,,,
Mikhail Iloukhine,Orthodox,,,,,,
Atsushi Yamamoto,Orthodox,,,,,,
Michael Imperato,Switch,,,66.0,,,
Rui Imura,Southpaw,,,69.0,,,
Nghiem Van Y,Orthodox,,,68.0,,,
Richard Walsh,Orthodox,,,73.0,,,
Guto Inocente,Orthodox,,,,,,
Virgil Zwicker,Orthodox,,,74.0,,,
Soichi Nishida,Orthodox,,,,,,
Royce Alger,Orthodox,,,,,,
Egan Inoue,Southpaw,,,,,,
Minoru Toyonaga,Southpaw,,,,,,
Takeshi Inoue,Orthodox,,,,,,
Koichiro Matsumoto,Orthodox,,,,,,
Naoki Inoue,Orthodox,,,71.0,,,
Carls John De Tomas,Southpaw,,,71.0,,,
Travis Johnson,Orthodox,,,,,,
Issa Isakov,Orthodox,,,70.0,,,
Cristiano Marcello,Orthodox,,,72.0,,,
Jerome LeBanner,Southpaw,,,,,,
Yuki Ishikawa,Orthodox,,,,,,
Eiji Ishikawa,Orthodox,,,,,,
Katsuyori Shibata,Orthodox,,,,,,
Wallid Ismail,Orthodox,,,,,,
Kuya Ito,Orthodox,,,66.0,,,
Tomomi Iwama,Orthodox,,,,,,
Tatsuya Iwasaki,Orthodox,,,,,,
Yoislandy Izquierdo,Southpaw,,,,,,
Hiroshi Izumi,Orthodox,,,,,,
Mike Seal,Orthodox,,,,,,
Jorge Ortiz,Orthodox,,,,,,
Mark Weir,Southpaw,,,,,,
Keith Rockel,Orthodox,,,,,,
Keiichiro Yamamiya,Southpaw,,,,,,
Kamuela Kirk,Switch,,,75.0,,,
Jason Jackson,Orthodox,,,78.0,,,
Kyle Stewart,Orthodox,,,76.0,,,
Andre Soukhamthath,Orthodox,,,70.0,,,
Eric Jacob,Orthodox,,,,,,
Richard Jacobi,Orthodox,,,75.0,,,
Gigo Jara,Orthodox,,,,,,
Mike Whitehead,Orthodox,,,,,,
Kerry Schall,Orthodox,,,,,,
George Allen,Open Stance,,,,,,
Philip Preece,Orthodox,,,,,,
Brock Jardine,Orthodox,,,,,,
Josh Jarvis,Orthodox,,,,,,
Zhang Weili,Switch,,,63.0,,,
Brandon Jenkins,Switch,,,71.0,,,
Gabriel Santos,Orthodox,,,70.0,,,
Don Shainis,Orthodox,,,67.0,,,
Emiliano Linares,Orthodox,,,72.0,,,
Steve Steinbeiss,Orthodox,,,75.0,,,
Chan-Mi Jeon,Orthodox,,,,,,
Maciej Jewtuszko,Southpaw,,,,,,
Ronald Jhun,Orthodox,,,,,,
Baergeng Jieleyisi,Orthodox,,,71.0,,,
Sebastian Szalay,Orthodox,,,66.0,,,
Tokitaka Nakanishi,Orthodox,,,66.0,,,
Li Yunfeng,Orthodox,,,68.0,,,
Shuya Kamikubo,Switch,,,68.0,,,
Jinensibieke Asikeerbai,Orthodox,,,69.0,,,
KyeungPyo Kim,Orthodox,,,71.0,,,
Billy Pasulatan,Switch,,,66.0,,,
Sung Bin Jo,Orthodox,,,72.0,,,
Felipe Lima,Orthodox,,,68.0,,,
Richie Santiago,Southpaw,,,67.0,,,
Tommy Speer,Orthodox,,,71.0,,,
Devin Johnson,Orthodox,,,,,,
Ricky Johnson,Orthodox,,,,,,
Tyler Toner,Orthodox,,,70.0,,,
Carl Seumanutafa,Orthodox,,,,,,
Demetrious Johnson,Orthodox,,,66.0,,,
Norifumi Yamamoto,Southpaw,,,66.0,,,
Zhang Lipeng,Southpaw,,,71.0,,,
Dashon Johnson,Orthodox,,,,,,
Adam Yandiev,Orthodox,,,74.0,,,
Taylor Johnson,Switch,,,74.0,,,
Chad Johnson,Orthodox,,,80.0,,,
Asu Almabayev,Orthodox,,,65.0,,,
Ramazan Temirov,Orthodox,,,63.0,,,
Azat Maksum,Southpaw,,,70.0,,,
Zhalgas Zhumagulov,Switch,,,66.0,,,
Darion Abbey,Orthodox,,,80.0,,,
Reza Nasri,Orthodox,,,,,,
Paul Jones,Orthodox,,,,,,
Flavio Luiz Moura,Open Stance,,,,,,
Nathan Jones,Orthodox,,,,,,
Marcus Jones,Orthodox,,,,,,
Cyrillo Padilha,Orthodox,,,,,,
Anthony Alves,Orthodox,,,,,,
Tito Jones,Southpaw,,,,,,
Roy Jones,Orthodox,,,,,,
Derrick Mehmen,Orthodox,,,,,,
Justin Jones,Orthodox,,,,,,
Jamelle Jones,Orthodox,,,75.0,,,
Antonio Jones,Orthodox,,,,,,
Saidyokub Kakhramonov,Orthodox,,,69.0,,,
Jacobi Jones,Orthodox,,,72.0,,,
Daniel Allen,Southpaw,,,75.0,,,
Jocelyn Jones-Lybarger,Orthodox,,,64.0,,,
Ray Sefo,Orthodox,,,,,,
Jack May,Switch,,,,,,
Josh Shockley,Orthodox,,,,,,
John Albert,Orthodox,,,68.0,,,
Ken Stone,Southpaw,,,71.0,,,
Gareth Joseph,Orthodox,,,,,,
Dwight Joseph,Switch,,,,,,
Marcelo Rojo,Orthodox,,,71.0,,,
Jonathan Micallef,Southpaw,,,77.0,,,
Dustin Joynson,Orthodox,,,78.0,,,
Jesse Juarez,Orthodox,,,,,,
Steve Judson,Orthodox,,,,,,
Brad Kohler,Orthodox,,,,,,
Daichi Abe,Orthodox,,,71.0,,,
Young Sam Jung,Orthodox,,,,,,
Oumar Sy,Orthodox,,,83.0,,,
Scott Junk,Orthodox,,,,,,
Chris Saunders,Orthodox,,,,,,
Yoko Takahashi,Orthodox,,,,,,
Patrick Kaase,Orthodox,,,,,,
Jarrod Kwitty,Orthodox,,,,,,
Kaiwen,Switch,,,71.0,,,
Keiichiro Nakamura,Southpaw,,,70.0,,,
DongHyun Seo,Orthodox,,,67.0,,,
Koya Kanda,Southpaw,,,75.0,,,
Lu Kai,Orthodox,,,69.0,,,
Sirwan Kakai,Orthodox,,,,,,
Joel Sutton,Orthodox,,,,,,
Bryson Kamaka,Orthodox,,,,,,
Xiao Long,Orthodox,,,70.0,,,
Daichi Kamiya,Southpaw,,,68.0,,,
Sangwook Kim,Orthodox,,,71.0,,,
Crafton Wallace,Orthodox,,,,,,
Edwin Aguilar,Orthodox,,,,,,
Yibugele,Southpaw,,,69.0,,,
Bharat Kandare,Orthodox,,,72.0,,,
Andrei Semenov,Orthodox,,,,,,
Takahiro Oba,Southpaw,,,,,,
Shunichi Shimizu,Orthodox,,,,,,
Tyson Nam,Orthodox,,,68.0,,,
Georgi Karakhanyan,Orthodox,,,,,,
Josh Smith,Orthodox,,,,,,
Olaf Alfonso,Orthodox,,,,,,
Josh Rafferty,Orthodox,,,,,,
Anthony Adams,Orthodox,,,76.0,,,
Jinnosuke Kashimura,Southpaw,,,71.0,,,
Tetsuji Kato,Orthodox,,,,,,
Bekzat Almakhan,Orthodox,,,68.0,,,
Yusuke Kawaguchi,Orthodox,,,,,,
Donald Sanchez,Orthodox,,,,,,
Kazunori Yokota,Orthodox,,,,,,
Melchor Manibusan,Southpaw,,,,,,
Kim In Seok,Orthodox,,,,,,
Ryo Kawamura,Orthodox,,,,,,
Masuto Kawana,Orthodox,,,69.0,,,
Xie Bin,Orthodox,,,72.0,,,
YoungJae Song,Orthodox,,,70.0,,,
Elijah Smith,Orthodox,,,71.0,,,
Maimaitituoheti Keremuaili,Orthodox,,,66.0,,,
CJ Keith,Orthodox,,,,,,
Ali AlQaisi,Orthodox,,,68.0,,,
TJ O'Brien,Orthodox,,,,,,
Steve Montgomery,Southpaw,,,,,,
Patrick Walsh,Orthodox,,,,,,
Luke Zachrich,Orthodox,,,74.0,,,
Nick Thompson,Orthodox,,,74.0,,,
Steve Kennedy,Orthodox,,,,,,
Waylon Kennell,Orthodox,,,,,,
Pedro Otavio,Orthodox,,,,,,
Greg Stott,Southpaw,,,,,,
Josh McDonald,Orthodox,,,,,,
Norman Parke,Southpaw,,,70.0,,,
Rostem Akman,Switch,,,72.0,,,
Jimmy Ambriz,Southpaw,,,,,,
Cory Peterson,Orthodox,,,,,,
Jason Suttie,Orthodox,,,,,,
Alfred Khashakyan,Orthodox,,,70.0,,,
Sean O'Malley,Switch,,,72.0,,,
Aziz Khaydarov,Orthodox,,,72.0,,,
Mansher Khera,Orthodox,,,68.0,,,
Aliaskhab Khizriev,Southpaw,,,74.0,,,
Henrique Shiguemoto,Orthodox,,,72.0,,,
Tatsuya Saika,Orthodox,,,73.0,,,
Jeka Saragih,Orthodox,,,69.0,,,
Andre Amado,Orthodox,,,,,,
Jean Francois Lenogue,Orthodox,,,,,,
Jacob Kilburn,Orthodox,,,72.0,,,
Jong Won Kim,Orthodox,,,,,,
Min Soo Kim,Southpaw,,,,,,
Jong Man Kim,Orthodox,,,,,,
John Adajar,Orthodox,,,75.0,,,
Kazuma Maruyama,Orthodox,,,72.0,,,
SangWon Kim,Orthodox,,,69.0,,,
Yizha,Orthodox,,,71.0,,,
KyuSung Kim,Orthodox,,,69.0,,,
Jeremy Kimball,Switch,,,72.0,,,
Rob Kimmons,Orthodox,,,73.0,,,
Joe Vedepo,Orthodox,,,,,,
Rob Yundt,Orthodox,,,,,,
Mike King,Orthodox,,,,,,
Ricardo Romero,Orthodox,,,76.0,,,
Yurij Kiseliov,Orthodox,,,,,,
Nick Klein,Orthodox,,,77.0,,,
Heraldo Souza,Orthodox,,,73.0,,,
Seth Kleinbeck,Orthodox,,,,,,
Stefan Klever,Orthodox,,,,,,
David Teymur,Southpaw,,,73.0,,,
Michael Knaap,Orthodox,,,,,,
Kevin Knabjian,Orthodox,,,,,,
Jim Alers,Orthodox,,,71.0,,,
Herdem Alacabek,Orthodox,,,75.0,,,
Josefine Knutsson,Orthodox,,,60.0,,,
Isis Verbeek,Orthodox,,,64.0,,,
YeDam Seo,Orthodox,,,63.0,,,
Shingo Kohara,Orthodox,,,,,,
Jeremy Tavares,Orthodox,,,,,,
Charlie Kohler,Orthodox,,,,,,
Sherron Leggett,Southpaw,,,,,,
Tim Lajcik,Orthodox,,,,,,
Bas Rutten,Orthodox,,,,,,
Kaloyan Kolev,Orthodox,,,73.0,,,
Andrei Kopylov,Orthodox,,,,,,
Bruno Korea,Orthodox,,,65.0,,,
Chris Sanford,Orthodox,,,,,,
Steven Koslow,Switch,,,69.0,,,
Cameron Saaiman,Southpaw,,,67.0,,,
Marcus Kowal,Orthodox,,,,,,
Hugo Sandoval,Orthodox,,,,,,
Derrick Krantz,Orthodox,,,72.0,,,
Valmir Lazaro,Orthodox,,,73.0,,,
Mike Stumpf,Orthodox,,,,,,
Mark Scanlon,Orthodox,,,,,,
Rene Kronvold,Orthodox,,,,,,
Mariusz Ksiazkiewicz,Southpaw,,,75.0,,,
Mario Sousa,Orthodox,,,79.0,,,
Eliezer Kubanza,Orthodox,,,74.0,,,
Christopher Alvidrez,Orthodox,,,74.0,,,
Justin Salas,Southpaw,,,70.0,,,
Maiju Kujala,Orthodox,,,,,,
Edivan Santos,Orthodox,,,78.0,,,
Korey Kuppe,Switch,,,77.0,,,
Ramazan Kuramagomedov,Orthodox,,,73.0,,,
Tsuyoshi Kurihara,Orthodox,,,,,,
Wes Sims,Orthodox,,,,,,
Lisa Kyriacou,Orthodox,,,64.0,,,
Yan Qihui,Orthodox,,,62.0,,,
Josh LaBerge,Orthodox,,,,,,
Ben Lagman,Orthodox,,,,,,
Rob MacDonald,Orthodox,,,78.0,,,
Jose Landi-Jons,Orthodox,,,,,,
Jeremy Lang,Southpaw,,,,,,
Rocky Lee,Orthodox,,,,,,
TJ Laramie,Orthodox,,,66.0,,,
Daniel Swain,Orthodox,,,70.0,,,
Icho Larenas,Orthodox,,,,,,
Tom Murphy,Southpaw,,,,,,
Nick Rossborough,Orthodox,,,,,,
Jesse Sanders,Orthodox,,,,,,
Sione Latu,Orthodox,,,,,,
Joey Roberts,Orthodox,,,,,,
Phillip Latu,Orthodox,,,76.0,,,
Yao Zhikui,Orthodox,,,64.0,,,
Brandon Melendez,Southpaw,,,,,,
Sandra Lavado,Orthodox,,,66.0,,,
Karolina Wojcik,Orthodox,,,,,,
Yukiya Naito,Orthodox,,,,,,
Fabio Silva,Orthodox,,,,,,
Travis Wiuff,Orthodox,,,,,,
Max Martyniouk,Orthodox,,,,,,
Lance Lawrence,Orthodox,,,74.0,,,
Kenneth Seegrist,Orthodox,,,,,,
Josh Neal,Orthodox,,,,,,
Jimmy Lawson,Orthodox,,,77.0,,,
Zviad Lazishvili,Orthodox,,,69.0,,,
Brian Warren,Orthodox,,,,,,
Mike Altman,Orthodox,,,,,,
Thanh Le,Orthodox,,,74.0,,,
Lazar Stojadinovic,Southpaw,,,68.0,,,
Santiago Luna,Orthodox,,,74.0,,,
Victor Martinez,Orthodox,,,70.0,,,
Jason Thacker,Orthodox,,,,,,
Brian Sleeman,Orthodox,,,,,,
Mickael Lebout,Orthodox,,,73.0,,,
James Lee,Southpaw,,,,,,
Jackie Lee,Orthodox,,,,,,
Eun Soo Lee,Orthodox,,,,,,
Tae Hyun Lee,Orthodox,,,,,,
Tommy Lee,Orthodox,,,,,,
Matt Lee,Orthodox,,,,,,
Imani Lee,Orthodox,,,,,,
Rana Rudra Pratap Singh,Orthodox,,,69.0,,,
Macksom Lee,Orthodox,,,75.0,,,
Hecher Sosa,Orthodox,,,70.0,,,
Ricky Legere Jr.,Orthodox,,,,,,
Floyd Sword,Orthodox,,,,,,
Jovan Leka,Orthodox,,,75.0,,,
Azamat Nuftillaev,Orthodox,,,77.0,,,
Stefan Leko,Orthodox,,,,,,
Christophe Leninger,Southpaw,,,,,,
Alberta Cerra Leon,Orthodox,,,,,,
Michael Lerma,Orthodox,,,,,,
Frank Lester,Orthodox,,,,,,
Nick Osipczak,Orthodox,,,76.0,,,
Valerie Letourneau,Orthodox,,,68.0,,,
Viviane Pereira,Orthodox,,,63.0,,,
Jessica Rakoczy,Orthodox,,,,,,
Leah Letson,Southpaw,,,71.0,,,
Marcus LeVesseur,Southpaw,,,70.0,,,
David Levicki,Orthodox,,,,,,
Kyle Levinton,Orthodox,,,,,,
Rex Richards,Orthodox,,,,,,
Shaheen Santana,Orthodox,,,75.0,,,
John Lewis,Southpaw,,,,,,
Lowell Anderson,Orthodox,,,,,,
Tallison Teixeira,Orthodox,,,83.0,,,
Elias Urbina,Southpaw,,,77.0,,,
Brandon Lewis,Orthodox,,,70.0,,,
Mo Miller,Orthodox,,,72.0,,,
Malik Lewis,Orthodox,,,75.0,,,
Bobby Nash,Orthodox,,,74.0,,,
Anton Zafir,Orthodox,,,,,,
Rodrigo Lidio,Orthodox,,,73.0,,,
Sam Liera,Orthodox,,,,,,
Zach Light,Orthodox,,,,,,
Chris Liguori,Orthodox,,,,,,
Donnie Liles,Orthodox,,,,,,
Takenori Sato,Southpaw,,,,,,
Igor Severino,Orthodox,,,69.0,,,
Rickson Zenidim,Orthodox,,,67.0,,,
Fabio Nascimento,Orthodox,,,,,,
David Terrell,Southpaw,,,,,,
Alptekin Ozkilic,Orthodox,,,65.0,,,
Jose Maria,Orthodox,,,,,,
Lucio Linhares,Orthodox,,,,,,
Ravena Oliveira,Orthodox,,,65.0,,,
Jordan Radev,Southpaw,,,,,,
Wesley Little,Orthodox,,,,,,
Jacob Noe,Orthodox,,,,,,
Christian Lohsen,Southpaw,,,77.0,,,
JJ Okanovich,Orthodox,,,76.0,,,
Gideon Ray,Southpaw,,,,,,
Rocky Long,Orthodox,,,,,,
Vinicius Magalhaes,Orthodox,,,,,,
Scott Ventimiglia,Orthodox,,,,,,
Mikheil Sazhiniani,Orthodox,,,71.0,,,
Arthur Lopes,Southpaw,,,77.0,,,
Steve Lopez,Orthodox,,,,,,
Federico Lopez,Orthodox,,,,,,
Alik Lorenz,Orthodox,,,77.0,,,
Brendan Loughnane,Switch,,,70.0,,,
Angel Pacheco,Orthodox,,,70.0,,,
Joe Lowry,Orthodox,,,73.0,,,
Nikolas Motta,Orthodox,,,70.0,,,
Angga,Orthodox,,,68.0,,,
Robert Lucarelli,Orthodox,,,,,,
Orlando Wiet,Southpaw,,,,,,
Matt Lucas,Orthodox,,,,,,
Lawrence Lui,Orthodox,,,72.0,,,
Zhang Qinghe,Southpaw,,,67.0,,,
Paula Luna,Orthodox,,,62.0,,,
Alexandru Lungu,Orthodox,,,,,,
Pawan Maan,Orthodox,,,70.0,,,
Kristian Rothaermel,Open Stance,,,,,,
Valesca Machado,Orthodox,,,63.0,,,
Caio Machado,Southpaw,,,78.0,,,
Kevin Szaflarski,Orthodox,,,77.0,,,
Dimitiri Wanderley,Orthodox,,,,,,
Kengo Watanabe,Orthodox,,,,,,
War Machine,Orthodox,,,,,,
Jared Rollins,Orthodox,,,,,,
Ryan Madigan,Orthodox,,,,,,
Victor Madrigal,Orthodox,,,71.0,,,
Vinicius Oliveira,Switch,,,70.0,,,
Jon Madsen,Orthodox,,,72.0,,,
Justin Wren,Orthodox,,,,,,
Joe Pearson,Orthodox,,,,,,
Thiago Perpetuo,Orthodox,,,,,,
Caio Magalhaes,Orthodox,,,73.0,,,
Buddy Roberts,Orthodox,,,,,,
Bernardo Magalhaes,Orthodox,,,,,,
Brandon Magana,Orthodox,,,,,,
Yaroslav Amosov,Orthodox,,,,,,
Craig White,Orthodox,,,76.0,,,
Gasan Umalatov,Orthodox,,,71.0,,,
Jon Manley,Orthodox,,,,,,
Raimond Magomedaliev,Orthodox,,,75.0,,,
Murtazali Magomedov,Orthodox,,,70.0,,,
Brahyam Zurcher,Orthodox,,,70.0,,,
Michelle Maher,Orthodox,,,,,,
Jesus Pinedo,Southpaw,,,,,,
Aliev Makhmud,Southpaw,,,,,,
Duda Santana,Orthodox,,,73.0,,,
Nazareno Malegarie,Orthodox,,,,,,
Chris Manuel,Orthodox,,,,,,
Marcos Mariano,Switch,,,76.0,,,
Enrique Marin,Orthodox,,,,,,
Cesar Marscucci,Orthodox,,,,,,
Paulo Santos,Orthodox,,,,,,
John Marsh,Orthodox,,,,,,
Doug Marshall,Orthodox,,,,,,
Jeff Terry,Orthodox,,,,,,
David Marshall,Orthodox,,,,,,
Mairon Santos,Orthodox,,,72.0,,,
Eric Martin,Orthodox,,,,,,
Justin Martin,Orthodox,,,,,,
Felipe Olivieri,Orthodox,,,,,,
Michal Martinek,Southpaw,,,,,,
Adrian Luna Martinetti,Orthodox,,,71.0,,,
Mark Vologdin,Orthodox,,,65.0,,,
Richie Vaculik,Orthodox,,,69.0,,,
Alonzo Martinez,Orthodox,,,,,,
Drako Rodriguez,Orthodox,,,69.0,,,
Jacob Rosales,Orthodox,,,74.0,,,
Roque Martinez,Orthodox,,,72.0,,,
Viscardi Andrade,Orthodox,,,75.0,,,
Shoji Maruyama,Orthodox,,,,,,
Takeshi Yamazaki,Southpaw,,,,,,
Islem Masraf,Southpaw,,,74.0,,,
Artem Vakhitov,Orthodox,,,75.0,,,
Al Matavao,Orthodox,,,67.0,,,
Kazuki Okubo,Orthodox,,,,,,
Jerrel Venetiaan,Orthodox,,,,,,
Bob Schrijber,Orthodox,,,,,,
Kasey Tanner,Orthodox,,,69.0,,,
Naoki Matsushita,Orthodox,,,,,,
AJ Matthews,Orthodox,,,,,,
Claudio Mattos,Orthodox,,,,,,
John Matua,Orthodox,,,,,,
Francesco Maturi,Orthodox,,,,,,
Onassis Parungao,Orthodox,,,,,,
Alex Schoenauer,Orthodox,,,,,,
Ricardo Prasel,Orthodox,,,78.0,,,
Mitchell Sipe,Orthodox,,,,,,
Lara Procopio,Orthodox,,,67.0,,,
Baisangur Susurkaev,Orthodox,,,79.0,,,
Danni McCormack,Southpaw,,,62.0,,,
Harris Sarmiento,Orthodox,,,,,,
Robert McDaniel,Southpaw,,,75.0,,,
Gilbert Smith,Southpaw,,,,,,
Alex Soto,Southpaw,,,,,,
Patrick Murphy,Orthodox,,,,,,
Marcio Alexandre Junior,Southpaw,,,75.0,,,
Ryan McGivern,Orthodox,,,,,,
Jack McGlaughlin,Orthodox,,,,,,
Axel Sola,Southpaw,,,74.0,,,
Aaron Wilkinson,Orthodox,,,,,,
Jason McLean,Orthodox,,,,,,
Kevin Roddy,Orthodox,,,,,,
Raquel Pa'aluhi,Orthodox,,,,,,
Tommy McMillen,Orthodox,,,74.0,,,
David Mgoyan,Orthodox,,,70.0,,,
Darrill Schoonover,Orthodox,,,,,,
