name,stance,height_in,weight_lb,reach_in,date_of_birth,record,source_url,nickname,weight_class
Tony Sims,Southpaw,71.0,155.0,70.0,,,,No Nickname,Welterweight
David Michaud,Orthodox,69.0,155.0,,,,,BullDawg,Lightweight
Jake Lindsey,Switch,71.0,155.0,,,,,The Librarian,Lightweight
Pat Audinwood,Orthodox,72.0,155.0,,,,,Awesomely Awesome,Lightweight
John Makdessi,Orthodox,68.0,155.0,68.0,,,,The Bull,Lightweight
Thiago Tavares,Orthodox,67.0,145.0,70.0,,,,No Nickname,Featherweight
Hermes Franca,Orthodox,66.0,155.0,71.0,,,,No Nickname,Lightweight
Tyson Griffin,Orthodox,66.0,145.0,68.0,,,,No Nickname,Featherweight
Ryan Roberts,Orthodox,66.0,155.0,,,,,No Nickname,Lightweight
Luke Caudillo,Orthodox,67.0,155.0,,,,,Lil' Hulk,Lightweight
Clay Guida,Orthodox,67.0,155.0,70.0,,,,The Carpenter,Lightweight
Mitsuhiro Ishida,Southpaw,66.0,154.0,,,,,The Endless Warrior,
Takanori Gomi,Southpaw,67.0,155.0,70.0,,,,The Fireball Kid,Lightweight
Daisuke Nakamura,Orthodox,67.0,154.0,,,,,No Nickname,
Dokonjonosuke Mishima,Southpaw,67.0,155.0,,,,,No Nickname,Lightweight
David Avellan,Orthodox,69.0,185.0,,,,,No Nickname,
Aaron Simpson,Orthodox,72.0,170.0,73.0,,,,A-Train,Welterweight
Blas Avena,Orthodox,72.0,170.0,74.0,,,,The Disciple,
Jesse Lennox,Orthodox,69.0,170.0,72.0,,,,The Ox,Welterweight
Dave Terrel,Southpaw,68.0,170.0,,,,,The Bionic,
Hiromitsu Miura,Orthodox,69.0,170.0,71.0,,,,No Nickname,
Joe Benoit,Orthodox,69.0,170.0,,,,,No Nickname,
Tiki Ghosn,Orthodox,61.0,170.0,,,,,No Nickname,Welterweight
Logan Clark,Orthodox,74.0,185.0,,,,,No Nickname,Middleweight
Levi Avera,Orthodox,73.0,170.0,,,,,No Nickname,
Paul Bradley,Orthodox,69.0,170.0,,,,,The Gentleman,Welterweight
Anthony Avila,Orthodox,67.0,145.0,,,,,No Nickname,
Rafael Rios,Orthodox,,150.0,,,,,No Nickname,
Chris Avila,Orthodox,61.0,145.0,,,,,No Nickname,Featherweight
Enrique Barzola,Orthodox,67.0,145.0,70.0,,,,El Fuerte,Featherweight
Artem Lobov,Southpaw,69.0,145.0,65.0,,,,The Russian Hammer,Featherweight
Julia Avila,Orthodox,67.0,135.0,68.0,,,,Raging Panda,Women's Bantamweight
Jacqueline Cavalcanti,Orthodox,68.0,135.0,70.0,,,,No Nickname,Women's Bantamweight
Miesha Tate,Orthodox,66.0,135.0,65.0,,,,Cupcake,Women's Bantamweight
Julija Stoliarenko,Orthodox,67.0,125.0,66.0,,,,No Nickname,Women's Flyweight
Sijara Eubanks,Orthodox,64.0,125.0,67.0,,,,SarJ,Women's Flyweight
Gina Mazany,Southpaw,66.0,125.0,68.0,,,,Danger,Women's Flyweight
Pannie Kianzad,Orthodox,67.0,135.0,66.0,,,,Banzai,Women's Bantamweight
Saad Awad,Orthodox,71.0,155.0,,,,,Assassin,
Joe Duarte,Orthodox,,155.0,,,,,No Nickname,
Jessin Ayari,Orthodox,72.0,155.0,73.0,,,,No Nickname,Welterweight
Luigi Vendramini,Orthodox,68.0,155.0,73.0,,,,The Italian Stallion,Lightweight
Stevie Ray,Southpaw,61.0,155.0,70.0,,,,Braveheart,Lightweight
Darren Till,Southpaw,72.0,185.0,74.0,,,,The Gorilla,Middleweight
Jim Wallhead,Orthodox,61.0,170.0,,,,,Judo,Welterweight
Abu Azaitar,Orthodox,69.0,185.0,76.0,,,,Captain Morocco,Middleweight
Sedriques Dumas,Orthodox,74.0,185.0,79.0,,,,The Reaper,Middleweight
Marc-Andre Barriault,Orthodox,73.0,185.0,74.0,,,,Powerbar,Middleweight
Vitor Miranda,Orthodox,73.0,185.0,77.0,,,,Lex Luthor,Middleweight
Ottman Azaitar,Switch,68.0,155.0,71.0,,,,Bulldozer,Lightweight
Michael Johnson,Southpaw,61.0,155.0,73.0,,,,The Menace,Lightweight
Francisco Prado,Orthodox,61.0,170.0,69.0,,,,No Nickname,Lightweight
Matt Frevola,Orthodox,69.0,155.0,71.0,,,,The SteamRolla,Lightweight
Khama Worthy,Orthodox,71.0,155.0,74.0,,,,The Death Star,Lightweight
Teemu Packalen,Orthodox,73.0,155.0,75.0,,,,Pacu,Lightweight
Luiz Azeredo,Orthodox,69.0,154.0,,,,,No Nickname,
Tatsuya Kawajiri,Orthodox,67.0,145.0,69.0,,,,Crusher,Featherweight
Naoyuki Kotani,Southpaw,68.0,155.0,66.0,,,,No Nickname,Lightweight
Luiz Firmino,Orthodox,66.0,154.0,,,,,Buscape,
Anderson Silva,Southpaw,74.0,185.0,77.0,,,,The Spider,Middleweight
Luciano Azevedo,Orthodox,75.0,161.0,,,,,No Nickname,
Hunter Azure,Orthodox,68.0,145.0,69.0,,,,No Nickname,Bantamweight
Jack Shore,Orthodox,68.0,145.0,71.0,,,,Tank,Featherweight
Cole Smith,Orthodox,71.0,135.0,67.0,,,,The Cole Train,Bantamweight
Brian Kelleher,Switch,66.0,135.0,66.0,,,,Boom,Featherweight
Christian Ocon,Orthodox,68.0,135.0,69.0,,,,No Nickname,
Niklas Backstrom,Orthodox,73.0,145.0,,,,,No Nickname,Featherweight
Noad Lahat,Orthodox,69.0,145.0,69.0,,,,Neo,Featherweight
Mike Wilkinson,Orthodox,67.0,145.0,66.0,,,,The Warrior,Featherweight
Tom Niinimaki,Orthodox,69.0,145.0,69.0,,,,Stoneface,Featherweight
Seth Baczynski,Orthodox,75.0,170.0,75.0,,,,The Polish Pistola,Welterweight
Leon Edwards,Southpaw,74.0,170.0,74.0,,,,Rocky,Welterweight
Alan Jouban,Southpaw,72.0,170.0,73.0,,,,Brahma,Welterweight
Thiago Alves,Orthodox,69.0,170.0,70.0,,,,Pitbull,Welterweight
Neil Magny,Orthodox,75.0,170.0,80.0,,,,The Haitian Sensation,Welterweight
Brian Melancon,Orthodox,68.0,170.0,,,,,No Nickname,Welterweight
Mike Pierce,Orthodox,68.0,170.0,71.0,,,,No Nickname,Welterweight
Simeon Thoresen,Orthodox,73.0,170.0,79.0,,,,The Grin,Welterweight
Lance Benoist,Southpaw,71.0,170.0,72.0,,,,No Nickname,Welterweight
Clay Harvison,Orthodox,73.0,170.0,74.0,,,,Bushwacker,Welterweight
Brad Tavares,Orthodox,73.0,185.0,74.0,,,,No Nickname,Middleweight
Ryan Bader,Orthodox,74.0,205.0,74.0,,,,Darth,Light Heavyweight
Rogerio Nogueira,Southpaw,74.0,205.0,75.0,,,,Minotouro,Light Heavyweight
Ilir Latifi,Orthodox,61.0,230.0,73.0,,,,The Sledgehammer,Heavyweight
Anthony Johnson,Orthodox,74.0,205.0,78.0,,,,Rumble,Light Heavyweight
Rashad Evans,Orthodox,72.0,205.0,75.0,,,,Suga,Light Heavyweight
Phil Davis,Orthodox,74.0,205.0,79.0,,,,Mr. Wonderful,Light Heavyweight
Ovince Saint Preux,Southpaw,75.0,205.0,80.0,,,,No Nickname,Light Heavyweight
Rafael Cavalcante,Orthodox,73.0,205.0,74.0,,,,Feijao,Light Heavyweight
Anthony Perosh,Orthodox,75.0,205.0,75.0,,,,The Hippo,Light Heavyweight
Glover Teixeira,Orthodox,74.0,205.0,76.0,,,,No Nickname,Light Heavyweight
Lyoto Machida,Southpaw,73.0,185.0,74.0,,,,The Dragon,Middleweight
Jason Brilz,Orthodox,71.0,205.0,71.0,,,,Hitman,Light Heavyweight
Tito Ortiz,Orthodox,75.0,205.0,74.0,,,,The People's Champ,Light Heavyweight
Jon Jones,Orthodox,76.0,248.0,84.0,,,,Bones,Heavyweight
Keith Jardine,Orthodox,74.0,185.0,76.0,,,,The Dean of Mean,Light Heavyweight
Eric Schafer,Orthodox,75.0,185.0,76.0,,,,Red,Light Heavyweight
Carmelo Marrero,Orthodox,72.0,205.0,73.0,,,,The Fury,Heavyweight
Izabela Badurek,Orthodox,65.0,115.0,,,,,No Nickname,Women's Strawweight
Aleksandra Albu,Orthodox,62.0,115.0,63.0,,,,Stitch,Women's Strawweight
Miguel Baeza,Orthodox,74.0,170.0,74.0,,,,Caramel Thunder,Welterweight
Punahele Soriano,Southpaw,71.0,170.0,72.0,,,,Puna,Welterweight
Andre Fialho,Orthodox,72.0,170.0,74.0,,,,No Nickname,Welterweight
Khaos Williams,Orthodox,72.0,170.0,77.0,,,,The OxFighter,Welterweight
Santiago Ponzinibbio,Orthodox,72.0,170.0,73.0,,,,Argentine Dagger,Welterweight
Takashi Sato,Southpaw,61.0,170.0,73.0,,,,Ten,Welterweight
Hector Aldana,Orthodox,71.0,170.0,72.0,,,,No Nickname,Welterweight
Victor Reyna,Southpaw,71.0,170.0,74.0,,,,Kelevra,
Ali Bagautinov,Orthodox,64.0,125.0,65.0,,,,Puncher,Flyweight
Kyoji Horiguchi,Orthodox,65.0,125.0,66.0,,,,No Nickname,Flyweight
Geane Herrera,Orthodox,65.0,125.0,66.0,,,,La Pulga,Flyweight
John Lineker,Orthodox,63.0,135.0,67.0,,,,Hands of Stone,Bantamweight
Marcos Vinicius,Orthodox,69.0,125.0,,,,,Vina,Featherweight
Mehdi Baghdad,Orthodox,73.0,155.0,,,,,The Sultan,Lightweight
Chris Wade,Orthodox,61.0,155.0,70.0,,,,No Nickname,Lightweight
Jean Silva,Orthodox,67.0,145.0,69.0,,,,Lord,Featherweight
Tucker Lutz,Orthodox,68.0,145.0,72.0,,,,Top Gun,Featherweight
Josh Culibao,Orthodox,61.0,145.0,73.0,,,,Kuya,Featherweight
Bruno Souza,Orthodox,61.0,145.0,70.0,,,,The Tiger,Featherweight
Dennis Buzukja,Switch,69.0,145.0,70.0,,,,The Great,Featherweight
Siyar Bahadurzada,Orthodox,71.0,170.0,73.0,,,,The Great,Welterweight
Ismail Naurdiev,Orthodox,61.0,185.0,74.0,,,,No Nickname,Middleweight
Curtis Millender,Orthodox,74.0,170.0,76.0,,,,Curtious,Welterweight
Luan Chagas,Orthodox,72.0,170.0,75.0,,,,Tarzan,Welterweight
Rob Wilkinson,Orthodox,75.0,185.0,80.0,,,,Razor,Middleweight
Brandon Thatch,Switch,74.0,170.0,74.0,,,,Rukus,Welterweight
John Howard,Orthodox,67.0,170.0,72.0,,,,Doomsday,Welterweight
Dong Hyun Kim,Southpaw,74.0,170.0,76.0,,,,Stun Gun,Welterweight
Paulo Thiago,Orthodox,71.0,170.0,74.0,,,,No Nickname,Welterweight
Ignacio Bahamondes,Orthodox,75.0,155.0,75.0,,,,La Jaula,Lightweight
Rafael Fiziev,Switch,68.0,155.0,71.0,,,,Ataman,Lightweight
Jalin Turner,Southpaw,75.0,155.0,77.0,,,,The Tarantula,Lightweight
Manuel Torres,Switch,61.0,155.0,73.0,,,,El Loco,Lightweight
Christos Giagos,Orthodox,61.0,155.0,71.0,,,,The Spartan,Lightweight
Ludovit Klein,Southpaw,67.0,155.0,72.0,,,,Mr. Highlight,Lightweight
Trey Ogden,Orthodox,71.0,155.0,72.0,,,,Shamurai,Lightweight
Rongzhu,Orthodox,69.0,155.0,71.0,,,,No Nickname,Lightweight
Roosevelt Roberts,Orthodox,74.0,155.0,73.0,,,,The Predator,Lightweight
Edson Gomez,Switch,68.0,170.0,69.0,,,,No Nickname,
Bahatebole Batebolati,Southpaw,68.0,170.0,71.0,,,,Lion King,
HanSeul Kim,Southpaw,73.0,170.0,73.0,,,,Spade,
WonBin Ki,Orthodox,71.0,155.0,73.0,,,,The Danger,
Shamar Bailey,Southpaw,69.0,155.0,75.0,,,,No Nickname,Welterweight
Danny Castillo,Orthodox,69.0,155.0,71.0,,,,Last Call,Lightweight
Ryan McGillivray,Orthodox,71.0,170.0,,,,,The Kid,Welterweight
Justin Wilcox,Orthodox,66.0,155.0,,,,,Silverback,
Scott Baker,Orthodox,72.0,210.0,,,,,No Nickname,Open Weight
Jason DeLucia,Southpaw,71.0,190.0,,,,,No Nickname,Open Weight
Bryan Baker,Orthodox,75.0,185.0,,,,,The Beast,
Chael Sonnen,Southpaw,73.0,205.0,73.0,,,,No Nickname,Light Heavyweight
Eric Schambari,Orthodox,71.0,185.0,,,,,No Nickname,
Jesse Forbes,Southpaw,74.0,185.0,75.0,,,,Kid Hercules,Middleweight
Balajin,Orthodox,69.0,145.0,72.0,,,,The Snow Leopard,
Keisuke Sasu,Switch,65.0,145.0,69.0,,,,Sasuke,
Oluwale Bamgbose,Switch,71.0,185.0,78.0,,,,Holy War Angel,Middleweight
Alessio Di Chirico,Orthodox,72.0,185.0,74.0,,,,Manzo,Middleweight
Paulo Costa,Orthodox,73.0,185.0,72.0,,,,The Eraser,Middleweight
Cezar Ferreira,Southpaw,73.0,185.0,78.0,,,,Mutante,Middleweight
Daniel Sarafian,Orthodox,69.0,185.0,73.0,,,,No Nickname,Middleweight
Uriah Hall,Orthodox,72.0,185.0,79.0,,,,Prime Time,Middleweight
Marcin Bandel,Orthodox,61.0,155.0,,,,,Bomba,Lightweight
Mairbek Taisumov,Orthodox,69.0,155.0,73.0,,,,Beckan,Lightweight
Eduardo Garagorri,Orthodox,69.0,145.0,70.0,,,,No Nickname,Featherweight
Gabriel Benitez,Southpaw,68.0,155.0,71.0,,,,Moggly,Lightweight
Martin Bravo,Southpaw,68.0,145.0,71.0,,,,El Toro,Lightweight
Tae Hyun Bang,Switch,69.0,155.0,71.0,,,,Supernatural,Lightweight
Nick Hein,Southpaw,66.0,155.0,66.0,,,,Sergeant,Lightweight
Leo Kuntz,Orthodox,61.0,155.0,,,,,The Lion,Lightweight
Jon Tuck,Orthodox,71.0,155.0,73.0,,,,Super Saiyan,Lightweight
Kajan Johnson,Orthodox,71.0,155.0,75.0,,,,Ragin',Lightweight
Yohan Banks,Orthodox,,,,,,,No Nickname,
Michael Diaz,Orthodox,,260.0,,,,,No Nickname,
Joey Beltran,Orthodox,73.0,185.0,75.0,,,,The Mexicutioner,Heavyweight
Sam Hughes,Orthodox,65.0,115.0,64.0,,,,Sampage,Women's Strawweight
Puja Tomar,Southpaw,64.0,115.0,59.0,,,,Cyclone,Women's Strawweight
Bruna Brasil,Orthodox,66.0,115.0,65.0,,,,No Nickname,Women's Strawweight
Antonio Banuelos,Orthodox,65.0,135.0,63.0,,,,No Nickname,Bantamweight
Masakazu Imanari,Southpaw,64.0,139.0,,,,,No Nickname,
Hideo Tokoro,Orthodox,67.0,135.0,,,,,No Nickname,
Miguel Torres,Orthodox,69.0,135.0,76.0,,,,No Nickname,Bantamweight
Chad George,Southpaw,66.0,135.0,68.0,,,,Savage,
Scott Jorgensen,Orthodox,65.0,135.0,66.0,,,,Young Guns,Flyweight
Kenji Osawa,Orthodox,67.0,135.0,66.0,,,,No Nickname,
Manny Tapia,Orthodox,65.0,135.0,67.0,,,,The Mangler,
Justin Robbins,Orthodox,65.0,135.0,,,,,No Nickname,
Charlie Valencia,Orthodox,63.0,135.0,64.0,,,,No Nickname,Bantamweight
Mike French,Orthodox,61.0,145.0,,,,,No Nickname,
Cole Escovedo,Orthodox,67.0,135.0,72.0,,,,Apache Kid,Bantamweight
Mahamed Aly,Orthodox,74.0,205.0,78.0,,,,No Nickname,
Renan Barao,Orthodox,66.0,145.0,70.0,,,,The Baron,Featherweight
Douglas Silva de Andrade,Orthodox,67.0,135.0,68.0,,,,D Silva,Catch Weight
Luke Sanders,Southpaw,66.0,135.0,67.0,,,,Cool Hand,Bantamweight
Phillipe Nover,Orthodox,69.0,145.0,72.0,,,,The Filipino Assassin,Featherweight
Jeremy Stephens,Orthodox,69.0,155.0,71.0,,,,Lil' Heathen,Featherweight
Mitch Gagnon,Southpaw,65.0,135.0,65.0,,,,No Nickname,Bantamweight
Brad Pickett,Orthodox,66.0,135.0,68.0,,,,One Punch,Bantamweight
Chris Cariaso,Southpaw,63.0,125.0,64.0,,,,Kamikaze,Flyweight
Anthony Leone,Orthodox,66.0,135.0,,,,,No Nickname,
Junior Barata,Orthodox,61.0,170.0,,,,,No Nickname,
Paul Daley,Orthodox,69.0,170.0,76.0,,,,Semtex,Welterweight
Maycee Barber,Switch,65.0,125.0,65.0,,,,The Future,Women's Flyweight
Miranda Maverick,Southpaw,63.0,125.0,65.0,,,,Fear The,Women's Flyweight
Gillian Robertson,Orthodox,65.0,115.0,63.0,,,,The Savage,Women's Strawweight
JJ Aldrich,Southpaw,65.0,125.0,67.0,,,,No Nickname,Women's Flyweight
Hannah Cifers,Orthodox,61.0,115.0,62.0,,,,Shockwave,Women's Strawweight
Jamie Colleen,Orthodox,63.0,115.0,65.0,,,,No Nickname,
Bryan Barberena,Southpaw,72.0,185.0,72.0,,,,Bam Bam,Welterweight
Gerald Meerschaert,Southpaw,73.0,185.0,77.0,,,,GM3,Middleweight
Makhmud Muradov,Orthodox,74.0,185.0,75.0,,,,No Nickname,Middleweight
Gunnar Nelson,Switch,71.0,170.0,72.0,,,,Gunni,Welterweight
Rafael Dos Anjos,Southpaw,68.0,170.0,70.0,,,,No Nickname,Welterweight
Darian Weeks,Orthodox,71.0,170.0,72.0,,,,No Nickname,Welterweight
Jason Witt,Orthodox,61.0,170.0,70.0,,,,The Vanilla Gorilla,Welterweight
Anthony Ivy,Orthodox,74.0,185.0,74.0,,,,Aquaman,Welterweight
Randy Brown,Orthodox,75.0,170.0,78.0,,,,Rudeboy,Welterweight
Vicente Luque,Orthodox,71.0,170.0,75.0,,,,The Silent Assassin,Welterweight
Jake Ellenberger,Orthodox,69.0,170.0,71.0,,,,The Juggernaut,Welterweight
Joe Proctor,Orthodox,61.0,155.0,72.0,,,,No Nickname,Lightweight
Colby Covington,Orthodox,71.0,170.0,72.0,,,,Chaos,Welterweight
Warlley Alves,Orthodox,71.0,185.0,72.0,,,,No Nickname,Welterweight
Sage Northcutt,Orthodox,72.0,170.0,71.0,,,,Super,Welterweight
Chad Laprise,Orthodox,61.0,170.0,71.0,,,,The Disciple,Welterweight
Joe Ellenberger,Orthodox,69.0,155.0,72.0,,,,Excalibur,Lightweight
Djani Barbir,Orthodox,75.0,185.0,79.0,,,,No Nickname,
Mantas Kondratavicius,Orthodox,74.0,185.0,75.0,,,,No Nickname,
Dione Barbosa,Orthodox,66.0,125.0,66.0,,,,The Witch,Women's Flyweight
Diana Belbita,Orthodox,67.0,125.0,68.0,,,,The Warrior Princess,Women's Strawweight
Ernesta Kareckaite,Orthodox,69.0,125.0,71.0,,,,Heavy-Handed,Women's Flyweight
Rainn Guerrero,Orthodox,66.0,125.0,65.0,,,,Purple Rainn,
Marcio Barbosa,Orthodox,66.0,145.0,70.0,,,,Ticoto,
Damon Wilson,Switch,69.0,145.0,69.0,,,,The Nomad,
Edson Barboza,Orthodox,71.0,155.0,75.0,,,,Junior,Featherweight
Drakkar Klose,Orthodox,69.0,155.0,70.0,,,,No Nickname,Lightweight
Lerone Murphy,Orthodox,69.0,145.0,73.0,,,,The Miracle,Featherweight
Sodiq Yusuff,Orthodox,69.0,155.0,71.0,,,,Super,Featherweight
Billy Quarantillo,Orthodox,61.0,145.0,70.0,,,,No Nickname,Featherweight
Bryce Mitchell,Southpaw,61.0,135.0,70.0,,,,Thug Nasty,Bantamweight
Giga Chikadze,Orthodox,72.0,145.0,74.0,,,,Ninja,Featherweight
Shane Burgos,Orthodox,71.0,145.0,75.0,,,,Hurricane,Featherweight
Makwan Amirkhani,Southpaw,61.0,145.0,72.0,,,,Mr. Finland,Featherweight
Paul Felder,Orthodox,71.0,155.0,70.0,,,,The Irish Dragon,Lightweight
Justin Gaethje,Orthodox,71.0,155.0,70.0,,,,The Highlight,Lightweight
Dan Hooker,Switch,72.0,155.0,75.0,,,,The Hangman,Lightweight
Kevin Lee,Orthodox,69.0,170.0,77.0,,,,The Motown Phenom,Lightweight
Khabib Nurmagomedov,Orthodox,61.0,155.0,70.0,,,,The Eagle,Lightweight
Beneil Dariush,Southpaw,61.0,155.0,72.0,,,,No Nickname,Lightweight
Gilbert Melendez,Orthodox,69.0,145.0,73.0,,,,El Nino,Lightweight
Anthony Pettis,Orthodox,61.0,155.0,72.0,,,,Showtime,Welterweight
Tony Ferguson,Orthodox,71.0,170.0,76.0,,,,El Cucuy,Lightweight
King Green,Orthodox,61.0,155.0,71.0,,,,No Nickname,Lightweight
Donald Cerrone,Orthodox,73.0,155.0,73.0,,,,Cowboy,Welterweight
Rafaello Oliveira,Orthodox,68.0,155.0,71.0,,,,Tractor,Lightweight
Lucas Martins,Southpaw,72.0,145.0,72.0,,,,Mineiro,Featherweight
Jamie Varner,Orthodox,68.0,155.0,71.0,,,,No Nickname,Lightweight
Terry Etim,Orthodox,73.0,155.0,73.0,,,,No Nickname,Lightweight
Anthony Njokuani,Orthodox,73.0,155.0,75.0,,,,The Assassin,Lightweight
Mike Lullo,Orthodox,68.0,145.0,,,,,No Nickname,Featherweight
Raoni Barcelos,Orthodox,67.0,135.0,67.0,,,,No Nickname,Bantamweight
Payton Talbott,Switch,61.0,135.0,70.0,,,,No Nickname,Bantamweight
Cristian Quinonez,Orthodox,68.0,135.0,70.0,,,,Problema,Bantamweight
Kyler Phillips,Orthodox,68.0,135.0,72.0,,,,The Matrix,Bantamweight
Umar Nurmagomedov,Orthodox,68.0,135.0,69.0,,,,No Nickname,Bantamweight
Trevin Jones,Southpaw,67.0,135.0,70.0,,,,5 Star,Bantamweight
Timur Valiev,Orthodox,66.0,135.0,67.0,,,,Lucky,Bantamweight
Khalid Taha,Orthodox,65.0,135.0,69.0,,,,The Warrior,Bantamweight
Said Nurmagomedov,Orthodox,68.0,135.0,70.0,,,,No Nickname,Bantamweight
Carlos Huachin,Southpaw,64.0,135.0,67.0,,,,Perro Malo,Bantamweight
Chris Gutierrez,Orthodox,69.0,135.0,67.0,,,,El Guapo,Featherweight
Kurt Holobaugh,Orthodox,71.0,155.0,70.0,,,,The Hurt,Lightweight
Daniel Barez,Orthodox,66.0,125.0,66.0,,,,No Nickname,Flyweight
Andre Lima,Orthodox,67.0,125.0,67.0,,,,Mascote,Flyweight
Victor Altamirano,Switch,68.0,125.0,70.0,,,,El Magnifico,Flyweight
Jafel Filho,Orthodox,67.0,125.0,68.0,,,,Pastor,Flyweight
Carlos Hernandez,Orthodox,68.0,125.0,67.0,,,,No Nickname,Flyweight
Danny Barlow,Southpaw,74.0,185.0,79.0,,,,LeftHand2God,Welterweight
Djorden Santos,Orthodox,72.0,185.0,75.0,,,,Shakur,Middleweight
Nikolay Veretennikov,Orthodox,73.0,170.0,74.0,,,,No Nickname,Welterweight
Josh Quinlan,Orthodox,72.0,170.0,72.0,,,,Bushido,Catch Weight
Raheam Forest,Switch,71.0,170.0,73.0,,,,Rambo,
Luke Barnatt,Orthodox,78.0,185.0,77.0,,,,The Bigslow,Middleweight
Mark Munoz,Orthodox,72.0,185.0,71.0,,,,The Filipino Wrecking Machine,Middleweight
Roger Narvaez,Southpaw,75.0,185.0,,,,,Silverback,Middleweight
Mats Nilsson,Orthodox,73.0,170.0,,,,,No Nickname,Welterweight
Andrew Craig,Orthodox,73.0,170.0,76.0,,,,Highlight,Middleweight
Collin Hart,Orthodox,73.0,185.0,,,,,No Nickname,Middleweight
James Barnes,Orthodox,68.0,135.0,71.0,,,,Mooka,
Pedro Falcao,Orthodox,66.0,135.0,66.0,,,,Pedrinho,Bantamweight
Shonte Barnes,Southpaw,71.0,185.0,76.0,,,,Shyne,
Joseph Holmes,Orthodox,76.0,185.0,80.0,,,,Uglyman Joe,Middleweight
Nandor Guelmino,Orthodox,75.0,230.0,,,,,The Hun,Heavyweight
Geronimo dos Santos,Orthodox,75.0,264.0,,,,,Mondragon,
Siala Siliga,Orthodox,73.0,290.0,,,,,Mighty Mo,
Gilbert Yvel,Orthodox,74.0,225.0,77.0,,,,The Hurricane,Heavyweight
Jeff Monson,Orthodox,69.0,247.0,74.0,,,,The Snowman,Heavyweight
Hidehiko Yoshida,Orthodox,71.0,225.0,,,,,No Nickname,
Antonio Rodrigo Nogueira,Orthodox,75.0,240.0,77.0,,,,Minotauro,Heavyweight
Pawel Nastula,Southpaw,72.0,230.0,,,,,No Nickname,
Mark Hunt,Orthodox,61.0,265.0,72.0,,,,Super Samoan,Heavyweight
Aleksander Emelianenko,Orthodox,78.0,255.0,,,,,No Nickname,
Mirko Filipovic,Southpaw,74.0,230.0,73.0,,,,Cro Cop,Heavyweight
Bobby Hoffman,Orthodox,74.0,245.0,,,,,The Truth,Heavyweight
Semmy Schilt,Orthodox,73.0,265.0,,,,,Hightower,Heavyweight
Gan McGee,Orthodox,73.0,265.0,,,,,The Giant,Heavyweight
Chris Barnett,Orthodox,69.0,265.0,75.0,,,,Beastboy,Heavyweight
Hamdy Abdelwahab,Southpaw,74.0,265.0,72.0,,,,The Hammer,Heavyweight
Kennedy Nzechukwu,Southpaw,77.0,236.0,83.0,,,,African Savage,Heavyweight
Gian Villante,Orthodox,75.0,230.0,76.0,,,,No Nickname,Light Heavyweight
Chris Barnhizer,Orthodox,,,,,,,No Nickname,
Karl Willis,Orthodox,,,,,,,No Nickname,
David Baron,Switch,66.0,155.0,,,,,No Nickname,Lightweight
Jim Miller,Southpaw,68.0,155.0,71.0,,,,A-10,Lightweight
Phil Baroni,Orthodox,69.0,170.0,72.0,,,,The New York Bad Ass,Middleweight
Amir Sadollah,Orthodox,61.0,170.0,75.0,,,,No Nickname,Welterweight
Joe Riggs,Southpaw,72.0,185.0,70.0,,,,Diesel,Middleweight
Joey Villasenor,Orthodox,72.0,185.0,,,,,Smokin' Joe,
Yosuke Nishijima,Orthodox,69.0,205.0,,,,,No Nickname,
Kazuo Misaki,Orthodox,68.0,183.0,,,,,Hitman,
Yuki Kondo,Southpaw,71.0,183.0,,,,,No Nickname,Middleweight
Ikuhisa Minowa,Orthodox,69.0,181.0,,,,,Minowaman,Middleweight
Ryo Chonan,Orthodox,69.0,170.0,70.0,,,,Piranah,Welterweight
Pete Sell,Orthodox,71.0,170.0,75.0,,,,Drago,Welterweight
Evan Tanner,Orthodox,72.0,185.0,74.0,,,,No Nickname,Middleweight
Dave Menne,Orthodox,61.0,170.0,,,,,The Warrior,Middleweight
Amar Suloev,Orthodox,69.0,183.0,,,,,No Nickname,Middleweight
Curtis Stout,Southpaw,73.0,185.0,,,,,No Nickname,Middleweight
Dan Barrera,Orthodox,69.0,170.0,,,,,The Fireman,Welterweight
Ben Saunders,Orthodox,74.0,170.0,77.0,,,,Killa B,Welterweight
Carlos Barreto,Orthodox,76.0,230.0,,,,,No Nickname,Heavyweight
Tra Telligman,Orthodox,74.0,233.0,,,,,Trauma,Heavyweight
Igor Vovchanchyn,Orthodox,68.0,205.0,,,,,Ice Cold,
Dave Beneteau,Orthodox,74.0,250.0,,,,,Dangerous,Heavyweight
Jose Barreto,Southpaw,,185.0,,,,,No Nickname,
Peter Barrett,Southpaw,61.0,145.0,73.0,,,,Slippery,Featherweight
Chase Hooper,Southpaw,73.0,155.0,74.0,,,,The Dream,Lightweight
Youssef Zalal,Switch,61.0,145.0,72.0,,,,The Moroccan Devil,Featherweight
SangHoon Yoo,Orthodox,72.0,170.0,74.0,,,,Assassin,
Shara Magomedov,Orthodox,74.0,185.0,73.0,,,,Bullet,Middleweight
Bruno Silva,Orthodox,64.0,125.0,65.0,,,,Bulldog,Flyweight
Dustin Stoltzfus,Orthodox,72.0,185.0,75.0,,,,No Nickname,Middleweight
Joe Pyfer,Orthodox,74.0,185.0,75.0,,,,Bodybagz,Middleweight
Chris Curtis,Orthodox,61.0,170.0,75.0,,,,Action-Man,Welterweight
Eryk Anders,Southpaw,73.0,185.0,75.0,,,,Ya Boi,Catch Weight
