event,fight_date,fighter_a,fighter_b,judge,round_1_a,round_1_b,round_2_a,round_2_b,round_3_a,round_3_b,round_4_a,round_4_b,round_5_a,round_5_b,total_a,total_b,decision_type,winner,card_type,raw_scorecards,source_file
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Miranda Maverick,Dione Barbosa,raw_scorecards,,,,,,,,,,,,,Prelims,Miranda Maverick,Prelims,29-28 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Loik Radzhabov,Trey Ogden,raw_scorecards,,,,,,,,,,,,,Prelims,Trey Ogden,Prelims,28-29 | 28-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Luana Carolina,Lucie Pudilova,raw_scorecards,,,,,,,,,,,,,Prelims,Luana Carolina,Prelims,29-28 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Mohammed Usman,Thomas Petersen,raw_scorecards,,,,,,,,,,,,,Prelims,Thomas Petersen,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Belal Muhammad,Leon Edwards,raw_scorecards,,,,,,,,,,,,,Main Card,Belal Muhammad,Main Card,48-47 | 48-47 | 49-46,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Christian Leroy Duncan,Gregory Rodrigues,raw_scorecards,,,,,,,,,,,,,Main Card,Gregory Rodrigues,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Arnold Allen,Giga Chikadze,raw_scorecards,,,,,,,,,,,,,Main Card,Arnold Allen,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Nathaniel Wood,Daniel Pineda,raw_scorecards,,,,,,,,,,,,,Prelims,Nathaniel Wood,Prelims,29-27 | 29-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Molly McCann,Bruna Brasil,raw_scorecards,,,,,,,,,,,,,Prelims,Bruna Brasil,Prelims,27-30 | 27-30 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Jake Hadley,Caolán Loughran,raw_scorecards,,,,,,,,,,,,,Prelims,Jake Hadley,Prelims,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Muhammad Mokaev,Manel Kape,raw_scorecards,,,,,,,,,,,,,Prelims,Muhammad Mokaev,Prelims,29-28 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Oban Elliott,Preston Parsons,raw_scorecards,,,,,,,,,,,,,Early Prelims,Oban Elliott,Early Prelims,29-28 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Shauna Bannon,Alice Ardelean,raw_scorecards,,,,,,,,,,,,,Early Prelims,Shauna Bannon,Early Prelims,30-27 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Cory Sandhagen,Umar Nurmagomedov,raw_scorecards,,,,,,,,,,,,,Main Card,Umar Nurmagomedov,Main Card,45-50 | 46-49 | 46-49,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Shara Magomedov,Michal Oleksiejczuk,raw_scorecards,,,,,,,,,,,,,Main Card,Shara Magomedov,Main Card,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Marlon Vera,Deiveson Figueiredo,raw_scorecards,,,,,,,,,,,,,Main Card,Deiveson Figueiredo,Main Card,28-29 | 28-29 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Mackenzie Dern,Loopy Godínez,raw_scorecards,,,,,,,,,,,,,Main Card,Mackenzie Dern,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Shamil Gaziev,Don'Tale Mayes,raw_scorecards,,,,,,,,,,,,,Prelims,Shamil Gaziev,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Guram Kutateladze,Jordan Vucenic,raw_scorecards,,,,,,,,,,,,,Prelims,Guram Kutateladze,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Viktoriia Dudakova,Sam Hughes,raw_scorecards,,,,,,,,,,,,,Prelims,Sam Hughes,Prelims,28-29 | 30-27 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Jai Herbert,Rolando Bedoya,raw_scorecards,,,,,,,,,,,,,Prelims,Jai Herbert,Prelims,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Sedriques Dumas,Denis Tiuliulin,raw_scorecards,,,,,,,,,,,,,Prelims,Sedriques Dumas,Prelims,29-28 | 29-28 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Damon Jackson,Chepe Mariscal,raw_scorecards,,,,,,,,,,,,,Main Card,Chepe Mariscal,Main Card,25-30 | 25-30 | 26-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Danny Barlow,Nikolay Veretennikov,raw_scorecards,,,,,,,,,,,,,Main Card,Danny Barlow,Main Card,29-28 | 27-30 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Chris Gutierrez,Quang Le,raw_scorecards,,,,,,,,,,,,,Main Card,Chris Gutierrez,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Yana Santos,Chelsea Chandler,raw_scorecards,,,,,,,,,,,,,Main Card,Yana Santos,Main Card,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Karol Rosa,Pannie Kianzad,raw_scorecards,,,,,,,,,,,,,Prelims,Karol Rosa,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Jhonata Diniz,Karl Williams,raw_scorecards,,,,,,,,,,,,,Prelims,Jhonata Diniz,Prelims,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Stephanie Luciano,Talita Alencar,raw_scorecards,,,,,,,,,,,,,Prelims,Stephanie Luciano,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 1",2024-08-13,Ding Meng,Rami Hamed,raw_scorecards,,,,,,,,,,,,,Main Card,Rami Hamed,Main Card,28-29 | 27-30 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Mateusz Gamrot,Dan Hooker,raw_scorecards,,,,,,,,,,,,,Main Card,Dan Hooker,Main Card,29-28 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Tai Tuivasa,Jairzinho Rozenstruik,raw_scorecards,,,,,,,,,,,,,Main Card,Jairzinho Rozenstruik,Main Card,28-29 | 30-27 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Josh Culibao,Ricardo Ramos,raw_scorecards,,,,,,,,,,,,,Prelims,Ricardo Ramos,Prelims,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Casey O'Neill,Luana Santos,raw_scorecards,,,,,,,,,,,,,Prelims,Casey O'Neill,Prelims,30-27 | 30-27 | 30-26,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Tom Nolan,Alex Reyes,raw_scorecards,,,,,,,,,,,,,Early Prelims,Tom Nolan,Early Prelims,30-27 | 30-27 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Song Kenan,Ricky Glenn,raw_scorecards,,,,,,,,,,,,,Early Prelims,Song Kenan,Early Prelims,30-27 | 30-26 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 2",2024-08-20,Cortavious Romious,Michael Imperato,raw_scorecards,,,,,,,,,,,,,Main Card,Cortavious Romious,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 2",2024-08-20,Cam Rowston,Torrez Finney,raw_scorecards,,,,,,,,,,,,,Main Card,Torrez Finney,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Jared Cannonier,Caio Borralho,raw_scorecards,,,,,,,,,,,,,Main Card,Caio Borralho,Main Card,45-49 | 45-49 | 46-48,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Angela Hill,Tabatha Ricci,raw_scorecards,,,,,,,,,,,,,Main Card,Tabatha Ricci,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Dennis Buzukja,Francis Marshall,raw_scorecards,,,,,,,,,,,,,Prelims,Francis Marshall,Prelims,27-30 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Zachary Reese,Jose Daniel Medina,raw_scorecards,,,,,,,,,,,,,Prelims,Zachary Reese,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Viacheslav Borshchev,James Llontop,raw_scorecards,,,,,,,,,,,,,Prelims,Viacheslav Borshchev,Prelims,29-28 | 28-29 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Jacqueline Cavalcanti,Josiane Nunes,raw_scorecards,,,,,,,,,,,,,Prelims,Jacqueline Cavalcanti,Prelims,30-27 | 27-30 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 3",2024-08-28,Andrey Pulyaev,Liam Anderson,raw_scorecards,,,,,,,,,,,,,Main Card,Andrey Pulyaev,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 3",2024-08-28,Bogdan Grad,Michael Aswell Jr.,raw_scorecards,,,,,,,,,,,,,Main Card,Bogdan Grad,Main Card,30-27 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 3",2024-08-28,Jack Duffy,Nick Piccininni,raw_scorecards,,,,,,,,,,,,,Main Card,Nick Piccininni,Main Card,28-29 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 4",2024-09-04,Seokhyeon Ko,Igor Cavalcanti,raw_scorecards,,,,,,,,,,,,,Main Card,Seokhyeon Ko,Main Card,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 4",2024-09-04,Will Currie,Djorden Santos,raw_scorecards,,,,,,,,,,,,,Main Card,Djorden Santos,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 4",2024-09-04,Gauge Young,Quillan Salkilld,raw_scorecards,,,,,,,,,,,,,Main Card,Quillan Salkilld,Main Card,27-30 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Burns vs. Brady,2024-09-07,Gilbert Burns,Sean Brady,raw_scorecards,,,,,,,,,,,,,Main Card,Sean Brady,Main Card,45-50 | 45-50 | 46-49,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Burns vs. Brady,2024-09-07,Jessica Andrade,Natalia Silva,raw_scorecards,,,,,,,,,,,,,Main Card,Natalia Silva,Main Card,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Burns vs. Brady,2024-09-07,Trevor Peek,Yanal Ashmouz,raw_scorecards,,,,,,,,,,,,,Main Card,Yanal Ashmouz,Main Card,27-30 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Burns vs. Brady,2024-09-07,Felipe dos Santos,Andre Lima,raw_scorecards,,,,,,,,,,,,,Prelims,Andre Lima,Prelims,27-30 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Burns vs. Brady,2024-09-07,Yizha,Gabriel Santos,raw_scorecards,,,,,,,,,,,,,Prelims,Gabriel Santos,Prelims,26-30 | 26-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Burns vs. Brady,2024-09-07,Andre Petroski,Dylan Budka,raw_scorecards,,,,,,,,,,,,,Prelims,Andre Petroski,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 5",2024-09-11,Josias Musasa,Otari Tanzilovi,raw_scorecards,,,,,,,,,,,,,Main Card,Josias Musasa,Main Card,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 306 – Riyadh Season Noche UFC: O’Malley vs. Dvalishvili,2024-09-14,Sean O'Malley,Merab Dvalishvili,raw_scorecards,,,,,,,,,,,,,Main Card,Merab Dvalishvili,Main Card,46-49 | 47-48 | 47-48,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 306 – Riyadh Season Noche UFC: O’Malley vs. Dvalishvili,2024-09-14,Alexa Grasso,Valentina Shevchenko,raw_scorecards,,,,,,,,,,,,,Main Card,Valentina Shevchenko,Main Card,45-50 | 45-50 | 45-50,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 306 – Riyadh Season Noche UFC: O’Malley vs. Dvalishvili,2024-09-14,Brian Ortega,Diego Lopes,raw_scorecards,,,,,,,,,,,,,Main Card,Diego Lopes,Main Card,26-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 306 – Riyadh Season Noche UFC: O’Malley vs. Dvalishvili,2024-09-14,Daniel Zellhuber,Esteban Ribovics,raw_scorecards,,,,,,,,,,,,,Main Card,Esteban Ribovics,Main Card,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 306 – Riyadh Season Noche UFC: O’Malley vs. Dvalishvili,2024-09-14,Ronaldo Rodríguez,Ode' Osbourne,raw_scorecards,,,,,,,,,,,,,Main Card,Ronaldo Rodríguez,Main Card,29-28 | 29-27 | 29-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 306 – Riyadh Season Noche UFC: O’Malley vs. Dvalishvili,2024-09-14,Irene Aldana,Norma Dumont,raw_scorecards,,,,,,,,,,,,,Prelims,Norma Dumont,Prelims,27-30 | 27-30 | 27-30,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 306 – Riyadh Season Noche UFC: O’Malley vs. Dvalishvili,2024-09-14,Édgar Cháirez,Joshua Van,raw_scorecards,,,,,,,,,,,,,Prelims,Joshua Van,Prelims,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 306 – Riyadh Season Noche UFC: O’Malley vs. Dvalishvili,2024-09-14,Raul Rosas Jr.,Aoriqileng,raw_scorecards,,,,,,,,,,,,,Prelims,Raul Rosas Jr.,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 6",2024-09-18,Aaron Tau,Elijah Smith,raw_scorecards,,,,,,,,,,,,,Main Card,Elijah Smith,Main Card,28-29 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 6",2024-09-18,Joey Hart,Benjamin Bennett,raw_scorecards,,,,,,,,,,,,,Main Card,Benjamin Bennett,Main Card,28-29 | 29-28 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 7",2024-09-25,Alexia Thainara,Rose Conceição,raw_scorecards,,,,,,,,,,,,,Main Card,Alexia Thainara,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Nassourdine Imavov,Brendan Allen,raw_scorecards,,,,,,,,,,,,,Main Card,Nassourdine Imavov,Main Card,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,William Gomis,Joanderson Brito,raw_scorecards,,,,,,,,,,,,,Main Card,William Gomis,Main Card,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Ion Cutelaba,Ivan Erslan,raw_scorecards,,,,,,,,,,,,,Prelims,Ion Cutelaba,Prelims,29-28 | 28-29 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Oumar Sy,Da Woon Jung,raw_scorecards,,,,,,,,,,,,,Prelims,Oumar Sy,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Ludovit Klein,Roosevelt Roberts,raw_scorecards,,,,,,,,,,,,,Prelims,Ludovit Klein,Prelims,30-27 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Taylor Lapilus,Vince Morales,raw_scorecards,,,,,,,,,,,,,Prelims,Taylor Lapilus,Prelims,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Daniel Barez,Victor Altamirano,raw_scorecards,,,,,,,,,,,,,Prelims,Daniel Barez,Prelims,29-28 | 29-28 | 29-28,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Nora Cornolle,Jacqueline Cavalcanti,raw_scorecards,,,,,,,,,,,,,Prelims,Jacqueline Cavalcanti,Prelims,29-28 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
"Dana White's Contender Series: Season 8, Week 8",2024-10-02,David Martinez,Xavier Franklin,raw_scorecards,,,,,,,,,,,,,Main Card,David Martinez,Main Card,30-27 | 30-27 | 30-27,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Raquel Pennington,Julianna Peña,raw_scorecards,,,,,,,,,,,,,Main Card,Julianna Peña,Main Card,47-48 | 48-47 | 47-48,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,José Aldo,Mario Bautista,raw_scorecards,,,,,,,,,,,,,Main Card,Mario Bautista,Main Card,29-28 | 28-29 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Ketlen Vieira,Kayla Harrison,raw_scorecards,,,,,,,,,,,,,Main Card,Kayla Harrison,Main Card,27-30 | 27-30 | 28-29,C:\Users\cgore\OneDrive\Documents\GitHub\ufc-fight-predictor\data\raw\enrichment_sources\espn_ufc_events\ufc_fights.csv
